注意事项,#genre#
抖音网页,#genre#
⬇️赛事抖音网页直播⬇️,http://rihou.cc:555/tv/t
绝嗲数码抖播,video://https://live.douyin.com/277034086130
音乐库抖直播,video://http://rihou.cc:555/tv/mu10
杨凯乔抖直播,video://http://rihou.cc:555/tv/dt
好波联盟抖页,video://https://live.douyin.com/125690153253
广东体育抖页,video://https://live.douyin.com/137995681287
广竞体育抖页,video://https://live.douyin.com/802006140488
优酷体育抖页,video://https://live.douyin.com/645565226352
新爱体育抖页,video://https://live.douyin.com/179260431297
美乐体育抖页,video://https://live.douyin.com/938688100197
女篮体育抖页,video://https://live.douyin.com/293098661035
东说体育抖页,video://https://live.douyin.com/38915320169
中澳男篮抖页,video://https://live.douyin.com/247472438282
三人篮球抖页,video://https://live.douyin.com/811323520251
赛事小旭抖页,video://https://live.douyin.com/681715709797
赛事佳叔抖页,video://https://live.douyin.com/445931042285
赛事阿臻抖页,video://https://live.douyin.com/319583529177
赛事柏豪抖页,video://https://live.douyin.com/916058533396
赛事美肚抖页,video://https://live.douyin.com/553272685060
赛事大王抖页,video://https://live.douyin.com/64466906620
粤语串爆抖页,video://https://live.douyin.com/570798103199
足篮世家抖页,video://https://live.douyin.com/492383970362
大导曰球抖页,video://https://live.douyin.com/217054802353
宇轩乒缘抖页,video://https://live.douyin.com/369017687666
女子网球抖页,video://https://live.douyin.com/13847229487
网球显眼抖页,video://https://live.douyin.com/318287465659
宁宁排球抖页,video://https://live.douyin.com/531476956365
清松排球抖页,video://https://live.douyin.com/979201914108
超级排球抖页,video://https://live.douyin.com/415319188097
排球主播抖页,video://https://live.douyin.com/320872392849
排球玩家抖页,video://https://live.douyin.com/629550705771
中国排球抖页,video://https://live.douyin.com/821870639907
中国篮球抖页,video://https://live.douyin.com/437560840111
山东体育抖页,video://https://live.douyin.com/235694078803
经视体育抖页,video://https://live.douyin.com/714406935518
佛山篮协抖页,video://https://live.douyin.com/227611832745
篮球联赛抖页,video://https://live.douyin.com/377414634309
大熊篮球抖页,video://https://live.douyin.com/209552895709
云星体育抖页,video://https://live.douyin.com/464114369315
篮球流川抖页,video://https://live.douyin.com/202304846880
篮球风语抖页,video://https://live.douyin.com/353601456068
达州关注抖页,video://https://live.douyin.com/66329622737
24小时球抖页,video://https://live.douyin.com/61927902441
五人足球抖页,video://https://live.douyin.com/584974557549
辽宁足球抖页,video://https://live.douyin.com/838385022891
辽宁日报抖页,video://https://live.douyin.com/728163755446
创新南山抖页,video://https://live.douyin.com/407696757602
⬇️新闻抖音网页直播⬇️,http://rihou.cc:555/tv/t
央视网抖直播,video://https://live.douyin.com/870887192950
央视网抖直播,http://iptv77.iptv66.eu.org:35455/bilibili/8178490
央视网快看播,video://https://live.douyin.com/127453393722
央视网快看播,http://iptv77.iptv66.eu.org:35455/bilibili/22142427
央视一套直播,video://https://live.douyin.com/456815963645
央视二套直播,video://https://live.douyin.com/296728101980
央视三套直播,video://https://live.douyin.com/212606968812
央视四套直播,video://https://live.douyin.com/166806983360
央视七套直播,video://https://live.douyin.com/519082790490
央视七套直播,http://iptv77.iptv66.eu.org:35455/bilibili/32558016
小央视频直播,video://https://live.douyin.com/547977714661
央视频抖直播,video://https://live.douyin.com/50828500437
央广网抖直播,video://https://live.douyin.com/667431506077
央视新闻直播,video://https://live.douyin.com/282773369501
新闻联播直播,video://https://live.douyin.com/330698468897
新华社抖直播,video://https://live.douyin.com/403447259997
新华社快看播,video://https://live.douyin.com/832345075447
中国新闻网播,video://https://live.douyin.com/734352268449
中国新闻社播,video://https://live.douyin.com/15236241349
央影网抖直播,video://https://live.douyin.com/208823316033
看看新闻直播,video://https://live.douyin.com/808207714751
澎湃新闻直播,video://https://live.douyin.com/901733701009
北京新闻直播,video://https://live.douyin.com/497532580914
北京时间直播,video://https://live.douyin.com/87324405858
北京日报直播,video://https://live.douyin.com/678544089361
香港导报直播,video://https://live.douyin.com/21533027681
大公文匯直播,video://https://live.douyin.com/948770716919
橙新闻抖直播,video://https://live.douyin.com/830895493295
广东-粤tv抖播,video://https://live.douyin.com/590597772109
dv现场抖直播,video://https://live.douyin.com/469457683016
广东珠江直播,video://https://live.douyin.com/43311982874
今日关注直播,video://https://live.douyin.com/302453514547
广州ING-直播,video://https://live.douyin.com/388615883521
中山网抖直播,video://https://live.douyin.com/954175180811
广东体育直播,video://https://live.douyin.com/137995681287
广竞体育直播,video://https://live.douyin.com/802006140488
广东4k抖直播,video://https://live.douyin.com/450779218335
人民日报直播,video://https://live.douyin.com/35849862298
海南日报直播,video://https://live.douyin.com/33068222133
海南电视直播,video://https://live.douyin.com/402523360291
湖北日报直播,video://https://live.douyin.com/596554118511
湖南新闻直播,video://https://live.douyin.com/27594494041
中国交通直播,video://https://live.douyin.com/55740058708
中国教育直播,video://https://live.douyin.com/39292098130
北斗融媒直播,video://https://live.douyin.com/196987735608
凤凰新闻网播,video://https://live.douyin.com/40184312758
深圳新闻网播,video://https://live.douyin.com/983530344911
佛山新闻网播,video://https://live.douyin.com/587225334216
程儿抖音直播,video://https://live.douyin.com/882091311808
冰美人抖直播,video://https://live.douyin.com/73248443647
杨凯乔抖直播,video://http://rihou.cc:555/tv/dt
李泳希抖直播,video://https://live.douyin.com/859786210486
Ray总-抖直播,video://https://live.douyin.com/847105707221
dv现场抖直播,video://https://live.douyin.com/469457683016
央影网抖直播,video://https://live.douyin.com/208823316033
新华社抖直播,video://https://live.douyin.com/403447259997
中山网抖直播,video://https://live.douyin.com/954175180811
广东4k抖直播,video://https://live.douyin.com/450779218335
广竞体育抖播,video://https://live.douyin.com/802006140488
广东珠江抖播,video://https://live.douyin.com/43311982874
今日关注抖播,video://https://live.douyin.com/302453514547
央视新闻抖播,video://https://live.douyin.com/282773369501
央视频看抖播,video://https://live.douyin.com/50828500437
人民日报抖播,video://https://live.douyin.com/35849862298
海南日报抖播,video://https://live.douyin.com/33068222133
海南电视抖播,video://https://live.douyin.com/402523360291
湖南新闻抖播,video://https://live.douyin.com/27594494041
⬇️抖音电台直播⬇️,http://rihou.cc:555/tv/t
梨园行戏曲播,video://https://live.douyin.com/528583488654
HiFi-音乐直播,video://https://live.douyin.com/110229825168
38'6音乐直播,video://http://rihou.cc:555/tv/mu10
舒耳音乐直播,video://https://live.douyin.com/388913203837
小汤音乐直播,video://https://live.douyin.com/104244347308
好听音乐直播,video://https://live.douyin.com/309117340504
微风音乐直播,video://https://live.douyin.com/411054693943
慕晚老歌直播,video://https://live.douyin.com/834737741743
动耳音乐直播,video://https://live.douyin.com/630362171826
BEYOND音乐,video://https://live.douyin.com/889699212954
粤语粤乐直播,video://https://live.douyin.com/766255078143
经典粤语直播,video://https://live.douyin.com/96938369391
DJWEAPON,video://https://live.douyin.com/472502061760
fm891音乐播,http://iptv77.iptv66.eu.org:35455/bilibili/26544140
周杰伦音乐播,http://iptv77.iptv66.eu.org:35455/bilibili/23765388
爵士音乐直播,http://iptv77.iptv66.eu.org:35455/bilibili/543176
北京朝阳街景,http://iptv77.iptv66.eu.org:35455/bilibili/3291055
电台粤直播壹,http://iptv77.iptv66.eu.org:35455/bilibili/31224575
电台轮直播贰,video://https://live.douyin.com/877630039739
电台轮直播叁,video://https://live.douyin.com/578755883072
电台轮直播肆,http://iptv77.iptv66.eu.org:35455/bilibili/1836716199
电台轮直播伍,http://iptv77.iptv66.eu.org:35455/bilibili/26544140
电台轮直播陆,http://iptv77.iptv66.eu.org:35455/bilibili/3291055
电台轮直播柒,http://iptv77.iptv66.eu.org:35455/bilibili/23765388
电台轮直播捌,http://iptv77.iptv66.eu.org:35455/bilibili/266845
电台轮直播玖http://iptv77.iptv66.eu.org:35455/bilibili/22748374
荔枝网页,#genre#
广东卫视4k页,video://https://www.gdtv.cn/tvChannelDetail/110
广东4k超网页,video://https://www.gdtv.cn/tvChannelDetail/16
广东卫视网页,video://https://www.gdtv.cn/tvChannelDetail/43
广东珠江网页,video://https://www.gdtv.cn/tvChannelDetail/44
广东新闻网页,video://https://www.gdtv.cn/tvChannelDetail/45
广东民生网页,video://https://www.gdtv.cn/tvChannelDetail/48
广东体育网页,video://https://www.gdtv.cn/tvChannelDetail/47
广东湾区网页,video://https://www.gdtv.cn/tvChannelDetail/51
广东湾区海页,video://https://www.gdtv.cn/tvChannelDetail/46
广东影视网页,video://https://www.gdtv.cn/tvChannelDetail/53
广东少儿网页,video://https://www.gdtv.cn/tvChannelDetail/54
广东戏曲网页,video://https://www.gdtv.cn/tvChannelDetail/54
广东移动网页,video://https://www.gdtv.cn/tvChannelDetail/74
广东经典网页,video://https://www.gdtv.cn/tvChannelDetail/100
广东记录网页,video://https://www.gdtv.cn/tvChannelDetail/94
健康频道网页,video://https://www.gdtv.cn/tvChannelDetail/99
文化频道网页,video://https://www.gdtv.cn/tvChannelDetail/75
生活频道网页,video://https://www.gdtv.cn/tvChannelDetail/102
嘉佳卡通网页,video://https://www.gdtv.cn/tvChannelDetail/66
南方购物网页,video://https://www.gdtv.cn/tvChannelDetail/42
开平综合网页,video://https://web.guangdianyun.tv/tv/?id=1434&uin=1132
开平生活网页,video://https://web.guangdianyun.tv/tv/?id=1435&uin=1132
深圳-4K网页,video://https://www.sztv.com.cn/pindao/index.html?id=24725
深圳卫视网页,video://https://www.sztv.com.cn/pindao/index.html?id=7867
深圳都市网页,video://https://www.sztv.com.cn/pindao/index.html?id=7868
深圳电视网页,video://https://www.sztv.com.cn/pindao/index.html?id=7880
深圳财经网页,video://https://www.sztv.com.cn/pindao/index.html?id=7871
深圳少儿网页,video://https://www.sztv.com.cn/pindao/index.html?id=7881
深圳移动网页,video://https://www.sztv.com.cn/pindao/index.html?id=7869
深圳宜和网页,video://https://www.sztv.com.cn/pindao/index.html?id=7878
深圳国际网页,video://https://www.sztv.com.cn/pindao/index.html?id=7944
江门综合网页,video://http://www.jmtv.cn/live/jmliveh5.shtml?pid=2
江门侨乡网页,video://http://www.jmtv.cn/live/jmliveh5.shtml?pid=1
东莞新闻网页,video://https://dgrtv.sun0769.com/index.php/online2/4
东莞生活网页,video://https://dgrtv.sun0769.com/index.php/online2/5
河源综合网页,video://https://www.hyrtv.cn/itv/zhds/
河源公共网页,video://https://www.hyrtv.cn/itv/ggds/
清远新闻网页,video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=1
清远文旅网页,video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=3
韶关综合网页,video://https://www.sgmsw.cn/v/tv?spm=0.0.0.0.nRYAvk&id=SB05RIYZOU8JR418AUQOF62CAJQ08D0E
肇庆综合网页,video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=33
肇庆生活网页,video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=34
云浮综合网页,video://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=8
云浮文旅网页,video://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=9
信宜综合网页,video://https://web.guangdianyun.tv/tv/?id=643&uin=1629
阳江综壹网页,video://https://live.yjtvw.com:8081/live/yjtv1.m3u8    
阳江综贰网页,video://https://live.yjtvw.com:8081/live/yjtv2.m3u8
虎牙频道,#genre#
放映厅播频道,http://cfss.cc/cdn/hy/11602077.m3u8
刘德华播频道,http://cfss.cc/cdn/hy/11342424.m3u8
许冠英播频道,http://cfss.cc/cdn/hy/11601972.m3u8
李连杰播频道,http://cfss.cc/cdn/hy/11342390.m3u8
甄子丹播频道,http://cfss.cc/cdn/hy/11352935.m3u8
周润发播频道,http://cfss.cc/cdn/hy/11342387.m3u8
周星星播频道,http://cfss.cc/cdn/hy/11336587.m3u8
洪金宝播频道,http://cfss.cc/cdn/hy/11279251.m3u8
梁家辉播频道,http://cfss.cc/cdn/hy/11342429.m3u8
洪金宝播频道,http://cfss.cc/cdn/hy/11279251.m3u8
五福星播频道,http://cfss.cc/cdn/hy/11282233.m3u8
古天乐播频道,http://cfss.cc/cdn/hy/11602041.m3u8
邱淑贞播频道,http://cfss.cc/cdn/hy/11352949.m3u8
周海媚播频道,http://cfss.cc/cdn/hy/11279247.m3u8
星爷虎牙频道,http://cfss.cc/cdn/hy/11342412.m3u8
英叔虎牙频道,http://cfss.cc/cdn/hy/11342421.m3u8
成龙虎牙频道,http://cfss.cc/cdn/hy/11342386.m3u8
王晶虎牙频道,http://cfss.cc/cdn/hy/11602058.m3u8
沈腾虎牙频道,http://cfss.cc/cdn/hy/11601968.m3u8
黄渤虎牙频道,http://cfss.cc/cdn/hy/11352876.m3u8
吴京虎牙频道,http://cfss.cc/cdn/hy/11602041.m3u8
强森虎牙频道,http://cfss.cc/cdn/hy/21059581.m3u8
玄幻虎牙频道,http://cfss.cc/cdn/hy/11342414.m3u8
喜剧虎牙频道,http://cfss.cc/cdn/hy/11352877.m3u8
港片虎牙频道,http://cfss.cc/cdn/hy/11602043.m3u8
国产虎牙频道,http://cfss.cc/cdn/hy/11352973.m3u8
漫威虎牙频道,http://cfss.cc/cdn/hy/11602034.m3u8
宇宙虎牙频道,http://cfss.cc/cdn/hy/11342428.m3u8
怪兽虎牙频道,http://cfss.cc/cdn/hy/21059577.m3u8
武侠虎牙频道,http://cfss.cc/cdn/hy/11342427.m3u8
警匪虎牙频道,http://cfss.cc/cdn/hy/11352886.m3u8
罪犯虎牙频道,http://cfss.cc/cdn/hy/11352962.m3u8
枪战虎牙频道,http://cfss.cc/cdn/hy/21059579.m3u8
盗墓虎牙频道,http://cfss.cc/cdn/hy/21059552.m3u8
海盗虎牙频道,http://cfss.cc/cdn/hy/21059595.m3u8
推荐虎牙频道,http://cfss.cc/cdn/hy/11602041.m3u8
救援虎牙频道,http://cfss.cc/cdn/hy/21059594.m3u8
热血虎牙频道,http://cfss.cc/cdn/hy/11352934.m3u8
谍战虎牙频道,http://cfss.cc/cdn/hy/21059585.m3u8
战争虎牙频道,http://cfss.cc/cdn/hy/21059592.m3u8
小鬼头播频道,http://cfss.cc/cdn/hy/11352963.m3u8
陈翔六点频道,http://cfss.cc/cdn/hy/11274154.m3u8
喜剧专场频道,http://cfss.cc/cdn/hy/11602044.m3u8
高分动作频道,http://cfss.cc/cdn/hy/11352884.m3u8
不挤影院频道,http://cfss.cc/cdn/hy/11352897.m3u8
黑帮斗争频道,http://cfss.cc/cdn/hy/11342419.m3u8
嫣然影厅频道,http://cfss.cc/cdn/hy/11601977.m3u8
女神系列频道,http://cfss.cc/cdn/hy/11336571.m3u8
经典女神频道,http://cfss.cc/cdn/hy/11352909.m3u8
许氏三杰频道,http://cfss.cc/cdn/hy/11602033.m3u8
经典港片频道,http://cfss.cc/cdn/hy/11352965.m3u8
镖行天下频道,http://cfss.cc/cdn/hy/11352969.m3u8
蘑菇影厅频道,http://cfss.cc/cdn/hy/11601981.m3u8
搞笑恐怖频道,http://cfss.cc/cdn/hy/11601960.m3u8
死神来了频道,http://cfss.cc/cdn/hy/11352903.m3u8
超异能族频道,http://cfss.cc/cdn/hy/21059586.m3u8
古墓系列频道,http://cfss.cc/cdn/hy/11352913.m3u8
动作电影频道,http://cfss.cc/cdn/hy/11602077.m3u8
搞笑喜剧频道,http://cfss.cc/cdn/hy/11342423.m3u8
欢笑影院频道,http://cfss.cc/cdn/hy/11352894.m3u8
国产悬疑频道,http://cfss.cc/cdn/hy/11342395.m3u8
快意江湖频道,http://cfss.cc/cdn/hy/11342435.m3u8
喜乐影院频道,http://cfss.cc/cdn/hy/21059580.m3u8
怪兽系列频道,http://cfss.cc/cdn/hy/21059554.m3u8
杰森斯坦频道,http://cfss.cc/cdn/hy/21059588.m3u8
寻秦记播频道,http://cfss.cc/cdn/hy/29465848.m3u8
寻秦记播频道,http://cfss.cc/cdn/hy/29633850.m3u8
西游记播频道,http://cfss.cc/cdn/hy/29465859.m3u8
扫黄先锋频道,http://cfss.cc/cdn/hy/29465855.m3u8
楚汉骄雄频道,http://cfss.cc/cdn/hy/29465854.m3u8
陀枪师姐频道,http://cfss.cc/cdn/hy/29465857.m3u8
法证先锋频道,http://cfss.cc/cdn/hy/29465861.m3u8
刑事侦缉频道,http://cfss.cc/cdn/hy/29465856.m3u8
笑看风云频道,http://cfss.cc/cdn/hy/29465858.m3u8
大唐双龙频道,http://cfss.cc/cdn/hy/29465850.m3u8
洗冤录播频道,http://cfss.cc/cdn/hy/29465851.m3u8
金枝欲孽频道,http://cfss.cc/cdn/hy/29465847.m3u8
野蛮奶奶频道,http://cfss.cc/cdn/hy/23863796.m3u8
创世纪播频道,http://cfss.cc/cdn/hy/29465852.m3u8
封神榜播频道,http://cfss.cc/cdn/hy/29465849.m3u8
神雕侠侣频道,http://cfss.cc/cdn/hy/30454429.m3u8
妙手仁心频道,http://cfss.cc/cdn/hy/29465853.m3u8
活佛济公频道,http://cfss.cc/cdn/hy/23903123.m3u8
倚天屠龙频道,http://cfss.cc/cdn/hy/27834853.m3u8
鹿鼎记98频道,http://cfss.cc/cdn/hy/26355806.m3u8
小李飞刀频道,http://cfss.cc/cdn/hy/11342417.m3u8
水月洞天频道,http://cfss.cc/cdn/hy/21059567.m3u8
绝代双娇频道,http://cfss.cc/cdn/hy/29465867.m3u8
风云雄霸频道,http://cfss.cc/cdn/hy/21059612.m3u8
如懿传播频道,http://cfss.cc/cdn/hy/29465868.m3u8
芈月传播频道,http://cfss.cc/cdn/hy/11352975.m3u8
延禧攻略频道,http://cfss.cc/cdn/hy/26355864.m3u8
王子青蛙频道,http://cfss.cc/cdn/hy/11601964.m3u8
永夜星河频道,http://cfss.cc/cdn/hy/23734169.m3u8
玫瑰故事频道,http://cfss.cc/cdn/hy/23865142.m3u8
漫长季节频道,http://cfss.cc/cdn/hy/11342393.m3u8
梦华录播频道,http://cfss.cc/cdn/hy/11336590.m3u8
乌龙院闯频道,http://cfss.cc/cdn/hy/26355767.m3u8
新楚留香频道,http://cfss.cc/cdn/hy/26355848.m3u8
新楚留香频道,http://cfss.cc/cdn/hy/23863804.m3u8
无心法师频道,http://cfss.cc/cdn/hy/30080233.m3u8
征服虎牙频道,http://cfss.cc/cdn/hy/30311494.m3u8
蜡笔小新频道,http://cfss.cc/cdn/hy/30299353.m3u8
海绵宝宝频道,http://cfss.cc/cdn/hy/11352919.m3u8
龙珠虎牙频道,http://cfss.cc/cdn/hy/10279885.m3u8
叮当全集频道,http://cfss.cc/cdn/hy/11601963.m3u8
樱桃小丸频道,http://cfss.cc/cdn/hy/11342394.m3u8
猫和老鼠频道,http://cfss.cc/cdn/hy/11352879.m3u8
精绝古城频道,http://cfss.cc/cdn/hy/11352871.m3u8
怒晴湘西频道,http://cfss.cc/cdn/hy/11602075.m3u8
龙岭迷窟频道,http://cfss.cc/cdn/hy/29465863.m3u8
云南虫谷频道,http://cfss.cc/cdn/hy/11352898.m3u8
JJ斗地主频道,http://cfss.cc/cdn/hy/14079954.m3u8
亮剑虎牙频道,http://cfss.cc/cdn/hy/30080238.m3u8
民兵葛二频道,http://cfss.cc/cdn/hy/11602072.m3u8
我的团长频道,http://cfss.cc/cdn/hy/11352910.m3u8
铁道游击频道,http://cfss.cc/cdn/hy/11352936.m3u8
铁梨花播频道,http://cfss.cc/cdn/hy/11352912.m3u8
康熙微服频道,http://cfss.cc/cdn/hy/11342418.m3u8
御赐仵作频道,http://cfss.cc/cdn/hy/11352948.m3u8
新水浒传频道,http://cfss.cc/cdn/hy/11342384.m3u8
开端虎牙频道,http://cfss.cc/cdn/hy/11342397.m3u8
神探狄仁频道,http://cfss.cc/cdn/hy/11352958.m3u8
三国演义频道,http://cfss.cc/cdn/hy/11602081.m3u8
新三国演频道,http://cfss.cc/cdn/hy/11352944.m3u8
问心虎牙频道,http://cfss.cc/cdn/hy/11352890.m3u8
家有儿女频道,http://cfss.cc/cdn/hy/29774370.m3u8
全职高手频道,http://cfss.cc/cdn/hy/11352901.m3u8
炊事班的频道,http://cfss.cc/cdn/hy/19524135.m3u8
医馆笑传频道,http://cfss.cc/cdn/hy/11352891.m3u8
杨光生活频道,http://cfss.cc/cdn/hy/11602085.m3u8
陈情令播频道,http://cfss.cc/cdn/hy/29465862.m3u8
神医喜来频道,http://cfss.cc/cdn/hy/11601978.m3u8
大宋提刑频道,http://cfss.cc/cdn/hy/26355856.m3u8
鹊刀门传频道,http://cfss.cc/cdn/hy/29805872.m3u8
白鹿原播频道,http://cfss.cc/cdn/hy/11342416.m3u8
长相思播频道,http://cfss.cc/cdn/hy/11336593.m3u8
你是我的频道,http://cfss.cc/cdn/hy/11352920.m3u8
一代枭雄频道,http://cfss.cc/cdn/hy/11342398.m3u8
庆余年播频道,http://cfss.cc/cdn/hy/11352960.m3u8
铁齿铜牙频道,http://cfss.cc/cdn/hy/11342396.m3u8
镖行天下频道,http://cfss.cc/cdn/hy/11352969.m3u8
雪中悍刀频道,http://cfss.cc/cdn/hy/11336592.m3u8
星汉灿烂频道,http://cfss.cc/cdn/hy/11336591.m3u8
将夜虎牙频道,http://cfss.cc/cdn/hy/11352885.m3u8
父母爱情频道,http://cfss.cc/cdn/hy/11602071.m3u8
大染坊播频道,http://cfss.cc/cdn/hy/11602086.m3u8
地下交通频道,http://cfss.cc/cdn/hy/11342433.m3u8
邻里一家频道,http://cfss.cc/cdn/hy/11342426.m3u8
雍正王朝频道,http://cfss.cc/cdn/hy/11342439.m3u8
士兵突击频道,http://cfss.cc/cdn/hy/11342430.m3u8
爱情公寓频道,http://cfss.cc/cdn/hy/11336726.m3u8
电视剧一频道,http://cfss.cc/cdn/hy/29465862.m3u8
电视剧二频道,http://cfss.cc/cdn/hy/11336591.m3u8
电视剧三频道,http://cfss.cc/cdn/hy/21059563.m3u8
电视剧四频道,http://cfss.cc/cdn/hy/26355783.m3u8
电视剧五频道,http://cfss.cc/cdn/hy/11352912.m3u8
电视剧六频道,http://cfss.cc/cdn/hy/11352936.m3u8
电视剧七频道,http://cfss.cc/cdn/hy/21059630.m3u8
电视剧八频道,http://cfss.cc/cdn/hy/26355775.m3u8
电视剧九频道,http://cfss.cc/cdn/hy/21059594.m3u8
电视剧十频道,http://cfss.cc/cdn/hy/11336592.m3u8
电视剧十一道,http://cfss.cc/cdn/hy/11602088.m3u8
爱奇频道,#genre#
好片速递频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55fast11431080Pt10/c55fast11431080Pt10.m3u8?d
电影大片频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57fast7381080Pt10/c57fast7381080Pt10.m3u8?d
古装妖魔频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58fast9471080Pt10/c58fast9471080Pt10.m3u8?d
军旅剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54fast7001080Pt10/c54fast7001080Pt10.m3u8?d
抗战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54fast8841080Pt10/c54fast8841080Pt10.m3u8?d
谍战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57fast8821080Pt10/c57fast8821080Pt10.m3u8?d
红色剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c60fast10491080Pt10/c60fast10491080Pt10.m3u8?d
家庭剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59fast9991080Pt10/c59fast9991080Pt10.m3u8?d
泰语剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58fast9491080Pt10/c58fast9491080Pt10.m3u8?d
搞笑剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58fast9531080Pt10/c58fast9531080Pt10.m3u8?d
传奇剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54fast10521080Pt10/c54fast10521080Pt10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58fast9861080Pt10/c58fast9861080Pt10.m3u8?d
欢乐剧场频道,http://lvbdcdncmn.inter.ptqy.gitv.tv/tslive/c56fast9511080Pt10/c56fast9511080Pt10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58fast9861080Pt10/c58fast9861080Pt10.m3u8?d
甜宠剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54fast8771080Pt10/c54fast8771080Pt10.m3u8?d
大家剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58fast9751080Pt10/c58fast9751080Pt10.m3u8?d
警匪悬疑频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58fast8801080Pt10/c58fast8801080Pt10.m3u8?d
古装大剧频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55fast8791080Pt10/c55fast8791080Pt10.m3u8?d
爱情生活频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59fast9671080Pt10/c59fast9671080Pt10.m3u8?d
特区地波,#genre#
Plus综合高码,http://beishan008.asuscomm.com:8890/bysid/82.m3u8
有线新闻高码,http://222.125.207.8:2095/bysid/78
有线新闻高码,http://feng163.com:8003/bysid/78.m3u8
有线新闻高码,http://beishan008.asuscomm.com:8891/bysid/78.m3u8
无线新闻高码,http://beishan008.asuscomm.com:8890/bysid/83.m3u8
无线翡翠高码,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
无线明珠高码,http://beishan008.asuscomm.com:8890/bysid/2.m3u8
有线赛讯高码,http://222.125.207.8:2095/bysid/76
有线赛讯高码,http://beishan008.asuscomm.com:8891/bysid/76.m3u8
有线综讯高码,http://222.125.207.8:2095/bysid/77
有线综讯高码,http://beishan008.asuscomm.com:8891/bysid/77.m3u8
ViuTv粤高码,http://beishan008.asuscomm.com:8889/bysid/99.m3u8
ViuTv英高码,http://beishan008.asuscomm.com:8889/bysid/96.m3u8
RTHK-31高码,http://beishan008.asuscomm.com:8892/bysid/31.m3u8
RTHK-32高码,http://beishan008.asuscomm.com:8892/bysid/32.m3u8
RTHK-33高码,http://beishan008.asuscomm.com:8892/bysid/33.m3u8
RTHK-34高码,http://beishan008.asuscomm.com:8892/bysid/34.m3u8
广州电信,#genre#
广州综合频道,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻频道,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州竞赛频道,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州影视频道,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治频道,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国频道,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广州综合频道,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻频道,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治频道,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广东普宁频道,http://121.11.160.7:9901/tsfile/live/10231.m3u8?key=txiptv&playlive=1&authid=0
广西崇左频道,http://gxyd.484947.xyz/PLTV/77777777/224/3221226351/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广西天等频道,rtmp://live.gxrb.com.cn/gx/tiandeng
海南新闻频道,http://nn.7x9d.cn/地方台8563/海南.php?id=xwpd
海南自贸频道,http://nn.7x9d.cn/地方台8563/海南.php?id=jjpd
海南文旅频道,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
海口新闻频道,http://183.255.46.4:16080/live/tv1001.m3u8
海口生活频道,http://183.255.46.4:16080/live/tv2502.m3u8
海口城乡频道,http://183.255.46.4:16080/live/tv2503.m3u8
